"country_or_area","year","unit","geothermal","hydro","nuclear_electricity","solar_electricity","tide_wave_and_ocean_electricity","wind_electricity","total","alpha.3"
"Lebanon",1994,"Kilowatt-hours, Million",0,960,0,0,0,0,960,"LBN"
"Lebanon",1996,"Kilowatt-hours, Million",0,798,0,0,0,0,798,"LBN"
"Lebanon",1997,"Kilowatt-hours, Million",0,901,0,0,0,0,901,"LBN"
"Lebanon",2005,"Kilowatt-hours, Million",0,1046,0,0,0,0,1046,"LBN"
"Lebanon",2000,"Kilowatt-hours, Million",0,449,0,0,0,0,449,"LBN"
"Lebanon",2011,"Kilowatt-hours, Million",0,805,0,0,0,0,805,"LBN"
"Lebanon",2004,"Kilowatt-hours, Million",0,1120,0,0,0,0,1120,"LBN"
"Lebanon",2003,"Kilowatt-hours, Million",0,1362,0,0,0,0,1362,"LBN"
"Lebanon",2007,"Kilowatt-hours, Million",0,585,0,0,0,0,585,"LBN"
"Lesotho",2013,"Kilowatt-hours, Million",0,515.3,0,0,0,0,515.3,"LSO"
"Lesotho",2007,"Kilowatt-hours, Million",0,507.3,0,0,0,0,507.3,"LSO"
"Lesotho",2006,"Kilowatt-hours, Million",0,481.6,0,0,0,0,481.6,"LSO"
"Lesotho",2010,"Kilowatt-hours, Million",0,500.6,0,0,0,0,500.6,"LSO"
"Lesotho",2000,"Kilowatt-hours, Million",0,371.6,0,0,0,0,371.6,"LSO"
"Lesotho",2008,"Kilowatt-hours, Million",0,503.4,0,0,0,0,503.4,"LSO"
"Lesotho",2005,"Kilowatt-hours, Million",0,457.2,0,0,0,0,457.2,"LSO"
"Lesotho",2003,"Kilowatt-hours, Million",0,428.8,0,0,0,0,428.8,"LSO"
"Lesotho",2004,"Kilowatt-hours, Million",0,403.9,0,0,0,0,403.9,"LSO"
"Lesotho",1999,"Kilowatt-hours, Million",0,386.4,0,0,0,0,386.4,"LSO"
"Lesotho",2012,"Kilowatt-hours, Million",0,485.4,0,0,0,0,485.4,"LSO"
"Lesotho",2009,"Kilowatt-hours, Million",0,505.3,0,0,0,0,505.3,"LSO"
"Lesotho",2002,"Kilowatt-hours, Million",0,377.9,0,0,0,0,377.9,"LSO"
"Lesotho",2001,"Kilowatt-hours, Million",0,373,0,0,0,0,373,"LSO"
"Lesotho",2014,"Kilowatt-hours, Million",0,515.2,0,0,0,0,515.2,"LSO"
"Lesotho",2011,"Kilowatt-hours, Million",0,489.5,0,0,0,0,489.5,"LSO"
"Liechtenstein",2008,"Kilowatt-hours, Million",0,67.2,0,0.3,0,0,67.5,"LIE"
"Liechtenstein",2007,"Kilowatt-hours, Million",0,68.4,0,0.3,0,0,68.7,"LIE"
"Liechtenstein",2012,"Kilowatt-hours, Million",0,73.5,0,8.7,0,0,82.2,"LIE"
"Liechtenstein",2014,"Kilowatt-hours, Million",0,22.3,0,15.6,0,0,37.9,"LIE"
"Liechtenstein",2009,"Kilowatt-hours, Million",0,66,0,0.9,0,0,66.9,"LIE"
"Liechtenstein",2013,"Kilowatt-hours, Million",0,69.2,0,12.7,0,0,81.9,"LIE"
"Liechtenstein",2011,"Kilowatt-hours, Million",0,62.2,0,6.2,0,0,68.4,"LIE"
"Liechtenstein",2010,"Kilowatt-hours, Million",0,71.9,0,2.8,0,0,74.7,"LIE"
"Lithuania",1995,"Kilowatt-hours, Million",0,751,11822,0,0,0,12573,"LTU"
"Lithuania",1999,"Kilowatt-hours, Million",0,861,9862,0,0,0,10723,"LTU"
"Lithuania",2002,"Kilowatt-hours, Million",0,781,14142,0,0,0,14923,"LTU"
"Lithuania",2005,"Kilowatt-hours, Million",0,820,10337,0,0,2,11159,"LTU"
"Lithuania",2014,"Kilowatt-hours, Million",0,1088,0,73,0,639,1800,"LTU"
"Lithuania",2013,"Kilowatt-hours, Million",0,1069,0,45,0,603,1717,"LTU"
"Lithuania",1996,"Kilowatt-hours, Million",0,874,13942,0,0,0,14816,"LTU"
"Lithuania",2001,"Kilowatt-hours, Million",0,701,11362,0,0,0,12063,"LTU"
"Lithuania",2007,"Kilowatt-hours, Million",0,958,9833,0,0,106,10897,"LTU"
"Lithuania",2011,"Kilowatt-hours, Million",0,1056,0,0,0,475,1531,"LTU"
"Lithuania",2008,"Kilowatt-hours, Million",0,988,9894,0,0,131,11013,"LTU"
"Lithuania",2006,"Kilowatt-hours, Million",0,802,8651,0,0,14,9467,"LTU"
"Lithuania",2009,"Kilowatt-hours, Million",0,1139,10852,0,0,158,12149,"LTU"
"Lithuania",2012,"Kilowatt-hours, Million",0,937,0,2,0,540,1479,"LTU"
"Lithuania",2010,"Kilowatt-hours, Million",0,1295,0,0,0,224,1519,"LTU"
"Lithuania",2003,"Kilowatt-hours, Million",0,985,15484,0,0,0,16469,"LTU"
"Lithuania",2004,"Kilowatt-hours, Million",0,943,15102,0,0,1,16046,"LTU"
"Lithuania",1997,"Kilowatt-hours, Million",0,769,12024,0,0,0,12793,"LTU"
"Lithuania",1998,"Kilowatt-hours, Million",0,895,13554,0,0,0,14449,"LTU"
"Lithuania",1994,"Kilowatt-hours, Million",0,718,7706,0,0,0,8424,"LTU"
"Lithuania",2000,"Kilowatt-hours, Million",0,643,8419,0,0,0,9062,"LTU"
"Luxembourg",2001,"Kilowatt-hours, Million",0,871,0,0,0,24,895,"LUX"
"Luxembourg",2010,"Kilowatt-hours, Million",0,1468,0,21,0,55,1544,"LUX"
"Luxembourg",2011,"Kilowatt-hours, Million",0,1130,0,26,0,64,1220,"LUX"
"Luxembourg",2003,"Kilowatt-hours, Million",0,911,0,1,0,26,938,"LUX"
"Luxembourg",2008,"Kilowatt-hours, Million",0,965,0,20,0,61,1046,"LUX"
"Luxembourg",2005,"Kilowatt-hours, Million",0,878,0,18,0,52,948,"LUX"
"Luxembourg",2006,"Kilowatt-hours, Million",0,917,0,21,0,58,996,"LUX"
"Luxembourg",2013,"Kilowatt-hours, Million",0,1158,0,74,0,83,1315,"LUX"
"Luxembourg",1996,"Kilowatt-hours, Million",0,876,0,0,0,0,876,"LUX"
"Luxembourg",1998,"Kilowatt-hours, Million",0,1044,0,0,0,11,1055,"LUX"
"Luxembourg",2007,"Kilowatt-hours, Million",0,919,0,21,0,64,1004,"LUX"
"Luxembourg",2009,"Kilowatt-hours, Million",0,833,0,20,0,63,916,"LUX"
"Luxembourg",1994,"Kilowatt-hours, Million",0,656,0,0,0,0,656,"LUX"
"Luxembourg",1999,"Kilowatt-hours, Million",0,747,0,0,0,18,765,"LUX"
"Luxembourg",2002,"Kilowatt-hours, Million",0,988,0,0,0,24,1012,"LUX"
"Luxembourg",2000,"Kilowatt-hours, Million",0,871,0,0,0,27,898,"LUX"
"Luxembourg",2014,"Kilowatt-hours, Million",0,1169,0,95,0,80,1344,"LUX"
"Luxembourg",1995,"Kilowatt-hours, Million",0,831,0,0,0,0,831,"LUX"
"Luxembourg",1997,"Kilowatt-hours, Million",0,937,0,0,0,3,940,"LUX"
"Luxembourg",2012,"Kilowatt-hours, Million",0,1160,0,38,0,77,1275,"LUX"
"Luxembourg",2004,"Kilowatt-hours, Million",0,854,0,9,0,39,902,"LUX"
"Madagascar",2013,"Kilowatt-hours, Million",0,808.993,0,1,0,0,809.993,"MDG"
"Madagascar",2012,"Kilowatt-hours, Million",0,755.352,0,0.008,0,0,755.36,"MDG"
"Madagascar",1996,"Kilowatt-hours, Million",0,442.4358,0,0,0,0,442.4358,"MDG"
"Madagascar",2011,"Kilowatt-hours, Million",0,690.336,0,0.008,0,0,690.344,"MDG"
"Madagascar",2001,"Kilowatt-hours, Million",0,563.9627,0,0,0,0,563.9627,"MDG"
"Madagascar",1995,"Kilowatt-hours, Million",0,410.7864,0,0,0,0,410.7864,"MDG"
"Madagascar",2010,"Kilowatt-hours, Million",0,710.96,0,0.008,0,0,710.968,"MDG"
"Madagascar",2000,"Kilowatt-hours, Million",0,539.6487,0,0,0,0,539.6487,"MDG"
"Madagascar",2006,"Kilowatt-hours, Million",0,637.9218,0,0,0,0,637.9218,"MDG"
"Madagascar",2007,"Kilowatt-hours, Million",0,719.0824,0,0,0,0,719.0824,"MDG"
"Madagascar",1999,"Kilowatt-hours, Million",0,515.3744,0,0,0,0,515.3744,"MDG"
"Madagascar",2002,"Kilowatt-hours, Million",0,535.4031,0,0,0,0,535.4031,"MDG"
"Madagascar",2003,"Kilowatt-hours, Million",0,611.673,0,0,0,0,611.673,"MDG"
"Madagascar",1998,"Kilowatt-hours, Million",0,510.6458,0,0,0,0,510.6458,"MDG"
"Madagascar",2005,"Kilowatt-hours, Million",0,647.9033,0,0,0,0,647.9033,"MDG"
"Madagascar",1994,"Kilowatt-hours, Million",0,389.2227,0,0,0,0,389.2227,"MDG"
"Madagascar",2009,"Kilowatt-hours, Million",0,740.979,0,0.006,0,0,740.985,"MDG"
"Madagascar",2008,"Kilowatt-hours, Million",0,700.115,0,0.0071,0,0,700.1221,"MDG"
"Madagascar",2004,"Kilowatt-hours, Million",0,638.095,0,0,0,0,638.095,"MDG"
"Madagascar",1997,"Kilowatt-hours, Million",0,488.7175,0,0,0,0,488.7175,"MDG"
"Madagascar",2014,"Kilowatt-hours, Million",0,883.56,0,1,0,0,884.56,"MDG"
"Malawi",2001,"Kilowatt-hours, Million",0,1074.8,0,0,0,0,1074.8,"MWI"
"Malawi",2002,"Kilowatt-hours, Million",0,1123,0,0,0,0,1123,"MWI"
"Malawi",2010,"Kilowatt-hours, Million",0,1842.63,0,0,0,0,1842.63,"MWI"
"Malawi",2009,"Kilowatt-hours, Million",0,1763.13,0,0,0,0,1763.13,"MWI"
"Malawi",2003,"Kilowatt-hours, Million",0,1166,0,0,0,0,1166,"MWI"
"Malawi",1997,"Kilowatt-hours, Million",0,896,0,0,0,0,896,"MWI"
"Malawi",1995,"Kilowatt-hours, Million",0,792,0,0,0,0,792,"MWI"
"Malawi",2011,"Kilowatt-hours, Million",0,1797.6,0,0,0,0,1797.6,"MWI"
"Malawi",1996,"Kilowatt-hours, Million",0,805,0,0,0,0,805,"MWI"
"Malawi",2004,"Kilowatt-hours, Million",0,1267.3,0,0,0,0,1267.3,"MWI"
"Malawi",2008,"Kilowatt-hours, Million",0,1615.13,0,0,0,0,1615.13,"MWI"
"Malawi",1994,"Kilowatt-hours, Million",0,802,0,0,0,0,802,"MWI"
"Malawi",2006,"Kilowatt-hours, Million",0,1356.6,0,0,0,0,1356.6,"MWI"
"Malawi",2005,"Kilowatt-hours, Million",0,1324.5,0,0,0,0,1324.5,"MWI"
"Malawi",2007,"Kilowatt-hours, Million",0,1403.2,0,0,0,0,1403.2,"MWI"
"Malawi",2012,"Kilowatt-hours, Million",0,1845.5,0,0,0,0,1845.5,"MWI"
"Malawi",2014,"Kilowatt-hours, Million",0,1916.5,0,0,0,0,1916.5,"MWI"
"Malawi",1998,"Kilowatt-hours, Million",0,948,0,0,0,0,948,"MWI"
"Malawi",2000,"Kilowatt-hours, Million",0,1033,0,0,0,0,1033,"MWI"
"Malawi",1999,"Kilowatt-hours, Million",0,977,0,0,0,0,977,"MWI"
"Malawi",2013,"Kilowatt-hours, Million",0,1916.5,0,0,0,0,1916.5,"MWI"
"Malaysia",2011,"Kilowatt-hours, Million",0,7624,0,0.681,0,0,7624.681,"MYS"
"Malaysia",2006,"Kilowatt-hours, Million",0,6779.1,0,0,0,0,6779.1,"MYS"
"Malaysia",2001,"Kilowatt-hours, Million",0,6435,0,0,0,0,6435,"MYS"
"Malaysia",2007,"Kilowatt-hours, Million",0,7010.8,0,0,0,0,7010.8,"MYS"
"Malaysia",2003,"Kilowatt-hours, Million",0,5750,0,0,0,0,5750,"MYS"
"Malaysia",1999,"Kilowatt-hours, Million",0,7523,0,0,0,0,7523,"MYS"
"Malaysia",2008,"Kilowatt-hours, Million",0,7190.2,0,0,0,0,7190.2,"MYS"
"Malaysia",1995,"Kilowatt-hours, Million",0,6166,0,0,0,0,6166,"MYS"
"Malaysia",2002,"Kilowatt-hours, Million",0,5301,0,0,0,0,5301,"MYS"
"Malaysia",2012,"Kilowatt-hours, Million",0,9054,0,47.743,0,0,9101.743,"MYS"
"Malaysia",1997,"Kilowatt-hours, Million",0,5400,0,0,0,0,5400,"MYS"
"Malaysia",2000,"Kilowatt-hours, Million",0,7414,0,0,0,0,7414,"MYS"
"Malaysia",1994,"Kilowatt-hours, Million",0,6521,0,0,0,0,6521,"MYS"
"Malaysia",2010,"Kilowatt-hours, Million",0,6251.3,0,0.681,0,0,6251.981,"MYS"
"Malaysia",2014,"Kilowatt-hours, Million",0,13388,0,227,0,0,13615,"MYS"
"Malaysia",1996,"Kilowatt-hours, Million",0,5139,0,0,0,0,5139,"MYS"
"Malaysia",2013,"Kilowatt-hours, Million",0,10586,0,141,0,0,10727,"MYS"
"Malaysia",2004,"Kilowatt-hours, Million",0,5926.3,0,0,0,0,5926.3,"MYS"
"Malaysia",1998,"Kilowatt-hours, Million",0,4852,0,0,0,0,4852,"MYS"
"Malaysia",2005,"Kilowatt-hours, Million",0,6600.9,0,0,0,0,6600.9,"MYS"
"Malaysia",2009,"Kilowatt-hours, Million",0,6625.1,0,0,0,0,6625.1,"MYS"
"Maldives",2010,"Kilowatt-hours, Million",0,0,0,0.81,0,0,0.81,"MDV"
"Maldives",2012,"Kilowatt-hours, Million",0,0,0,1.8,0,0,1.8,"MDV"
"Maldives",2013,"Kilowatt-hours, Million",0,0,0,2,0,0,2,"MDV"
"Maldives",2011,"Kilowatt-hours, Million",0,0,0,0.92,0,0,0.92,"MDV"
"Maldives",2014,"Kilowatt-hours, Million",0,0,0,2,0,0,2,"MDV"
"Mali",2003,"Kilowatt-hours, Million",0,630,0,0,0,0,630,"MLI"
"Mali",2005,"Kilowatt-hours, Million",0,643,0,0,0,0,643,"MLI"
"Mali",2008,"Kilowatt-hours, Million",0,666,0,0,0,0,666,"MLI"
"Mali",2000,"Kilowatt-hours, Million",0,245,0,0,0,0,245,"MLI"
"Mali",2002,"Kilowatt-hours, Million",0,480,0,0,0,0,480,"MLI"
"Mali",2001,"Kilowatt-hours, Million",0,360,0,0,0,0,360,"MLI"
"Mali",2013,"Kilowatt-hours, Million",0,978.34,0,0,0,0,978.34,"MLI"
"Mali",1998,"Kilowatt-hours, Million",0,231,0,0,0,0,231,"MLI"
"Mali",2014,"Kilowatt-hours, Million",0,720.02,0,0,0,0,720.02,"MLI"
"Mali",1996,"Kilowatt-hours, Million",0,212,0,0,0,0,212,"MLI"
"Mali",2011,"Kilowatt-hours, Million",0,727.01,0,0,0,0,727.01,"MLI"
"Mali",2004,"Kilowatt-hours, Million",0,640,0,0,0,0,640,"MLI"
"Mali",2006,"Kilowatt-hours, Million",0,650,0,0,0,0,650,"MLI"
"Mali",2007,"Kilowatt-hours, Million",0,658,0,0,0,0,658,"MLI"
"Mali",2012,"Kilowatt-hours, Million",0,783.34,0,0,0,0,783.34,"MLI"
"Mali",2010,"Kilowatt-hours, Million",0,695.05,0,0,0,0,695.05,"MLI"
"Mali",1999,"Kilowatt-hours, Million",0,232,0,0,0,0,232,"MLI"
"Mali",1995,"Kilowatt-hours, Million",0,225,0,0,0,0,225,"MLI"
"Mali",1997,"Kilowatt-hours, Million",0,229,0,0,0,0,229,"MLI"
"Mali",1994,"Kilowatt-hours, Million",0,217,0,0,0,0,217,"MLI"
"Mali",2009,"Kilowatt-hours, Million",0,851.06,0,0,0,0,851.06,"MLI"
"Malta",2014,"Kilowatt-hours, Million",0,0,0,68,0,0,68,"MLT"
"Malta",2008,"Kilowatt-hours, Million",0,0,0,0,0,0,0,"MLT"
"Malta",2013,"Kilowatt-hours, Million",0,0,0,29,0,0,29,"MLT"
"Malta",2007,"Kilowatt-hours, Million",0,0,0,0,0,0,0,"MLT"
"Malta",2011,"Kilowatt-hours, Million",0,0,0,13,0,0,13,"MLT"
"Malta",2010,"Kilowatt-hours, Million",0,0,0,1,0,0,1,"MLT"
"Malta",2009,"Kilowatt-hours, Million",0,0,0,0,0,0,0,"MLT"
"Malta",2012,"Kilowatt-hours, Million",0,0,0,30,0,0,30,"MLT"
"Marshall Islands",2014,"Kilowatt-hours, Million",0,0,0,0.2,0,0,0.2,"MHL"
"Marshall Islands",2013,"Kilowatt-hours, Million",0,0,0,0.2,0,0,0.2,"MHL"
"Marshall Islands",2012,"Kilowatt-hours, Million",0,0,0,0.2,0,0,0.2,"MHL"
"Martinique",1999,"Kilowatt-hours, Million",0,0.006,0,22.291,0,0,22.297,"MTQ"
"Martinique",2001,"Kilowatt-hours, Million",0,0.058,0,29.523,0,0,29.581,"MTQ"
"Martinique",2013,"Kilowatt-hours, Million",0,0,0,44,0,1.665,45.665,"MTQ"
"Martinique",2010,"Kilowatt-hours, Million",0,0,0,42.9,0,1.665,44.565,"MTQ"
"Martinique",1997,"Kilowatt-hours, Million",0,0,0,0.774,0,0,0.774,"MTQ"
"Martinique",1998,"Kilowatt-hours, Million",0,0,0,1.605,0,0,1.605,"MTQ"
"Martinique",2008,"Kilowatt-hours, Million",0,0,0,39.5,0,1.302,40.802,"MTQ"
"Martinique",2004,"Kilowatt-hours, Million",0,0.058,0,31.064,0,0,31.122,"MTQ"
"Martinique",2005,"Kilowatt-hours, Million",0,0.058,0,33.802,0,1,34.86,"MTQ"
"Martinique",2014,"Kilowatt-hours, Million",0,0,0,44,0,1.665,45.665,"MTQ"
"Martinique",2006,"Kilowatt-hours, Million",0,0.058,0,33.012,0,1,34.07,"MTQ"
"Martinique",2002,"Kilowatt-hours, Million",0,0.058,0,32.965,0,0,33.023,"MTQ"
"Martinique",2009,"Kilowatt-hours, Million",0,0,0,45.292,0,1.529,46.821,"MTQ"
"Martinique",2007,"Kilowatt-hours, Million",0,0.058,0,35.105,0,1.453,36.616,"MTQ"
"Martinique",2012,"Kilowatt-hours, Million",0,0,0,42.9,0,1.665,44.565,"MTQ"
"Martinique",2011,"Kilowatt-hours, Million",0,0,0,42.9,0,1.665,44.565,"MTQ"
"Martinique",2003,"Kilowatt-hours, Million",0,0.058,0,28.326,0,0,28.384,"MTQ"
"Martinique",2000,"Kilowatt-hours, Million",0,0.032,0,25.907,0,0,25.939,"MTQ"
"Mauritania",1997,"Kilowatt-hours, Million",0,30,0,0,0,0,30,"MRT"
"Mauritania",1998,"Kilowatt-hours, Million",0,32,0,0,0,0,32,"MRT"
"Mauritania",1995,"Kilowatt-hours, Million",0,28,0,0,0,0,28,"MRT"
"Mauritania",1994,"Kilowatt-hours, Million",0,28,0,0,0,0,28,"MRT"
"Mauritania",1996,"Kilowatt-hours, Million",0,30,0,0,0,0,30,"MRT"
"Mauritius",2001,"Kilowatt-hours, Million",0,70,0,0,0,0,70,"MUS"
"Mauritius",2008,"Kilowatt-hours, Million",0,108,0,0,0,0.4,108.4,"MUS"
"Mauritius",2005,"Kilowatt-hours, Million",0,114,0,0,0,0.4,114.4,"MUS"
"Mauritius",1997,"Kilowatt-hours, Million",0,93,0,0,0,0,93,"MUS"
"Mauritius",1996,"Kilowatt-hours, Million",0,105,0,0,0,0,105,"MUS"
"Mauritius",1998,"Kilowatt-hours, Million",0,105,0,0,0,0,105,"MUS"
"Mauritius",2013,"Kilowatt-hours, Million",0,94.8,0,2.7,0,3.6,101.1,"MUS"
"Mauritius",2007,"Kilowatt-hours, Million",0,84,0,0,0,0.4,84.4,"MUS"
"Mauritius",2004,"Kilowatt-hours, Million",0,122,0,0,0,0.4,122.4,"MUS"
"Mauritius",2014,"Kilowatt-hours, Million",0,90.8,0,24.6,0,3.2,118.6,"MUS"
"Mauritius",2012,"Kilowatt-hours, Million",0,74.1,0,0.9,0,3.6,78.6,"MUS"
"Mauritius",2009,"Kilowatt-hours, Million",0,122,0,0,0,1.5,123.5,"MUS"
"Mauritius",2003,"Kilowatt-hours, Million",0,118,0,0,0,0,118,"MUS"
"Mauritius",2000,"Kilowatt-hours, Million",0,95,0,0,0,0,95,"MUS"
"Mauritius",2002,"Kilowatt-hours, Million",0,86,0,0,0,0,86,"MUS"
"Mauritius",1999,"Kilowatt-hours, Million",0,30,0,0,0,0,30,"MUS"
"Mauritius",1995,"Kilowatt-hours, Million",0,135,0,0,0,0,135,"MUS"
"Mauritius",2006,"Kilowatt-hours, Million",0,77,0,0,0,0.4,77.4,"MUS"
"Mauritius",1994,"Kilowatt-hours, Million",0,76,0,0,0,0,76,"MUS"
"Mauritius",2010,"Kilowatt-hours, Million",0,101,0,0,0,2.5,103.5,"MUS"
"Mauritius",2011,"Kilowatt-hours, Million",0,56.5,0,0,0,2.8,59.3,"MUS"
"Mayotte",2011,"Kilowatt-hours, Million",0,0,0,13.9,0,0,13.9,"MYT"
"Mayotte",2012,"Kilowatt-hours, Million",0,0,0,15.4,0,0,15.4,"MYT"
"Mayotte",2009,"Kilowatt-hours, Million",0,0,0,1.3,0,0,1.3,"MYT"
"Mayotte",2008,"Kilowatt-hours, Million",0,0,0,0.23,0,0,0.23,"MYT"
"Mayotte",2013,"Kilowatt-hours, Million",0,0,0,16.8,0,0,16.8,"MYT"
"Mayotte",2014,"Kilowatt-hours, Million",0,0,0,16.6,0,0,16.6,"MYT"
"Mayotte",2010,"Kilowatt-hours, Million",0,0,0,6.1,0,0,6.1,"MYT"
"Mexico",1999,"Kilowatt-hours, Million",5623,32782,10002,7,0,17,48431,"MEX"
"Mexico",2003,"Kilowatt-hours, Million",6282,19880,10502,8,0,19,36691,"MEX"
"Mexico",1997,"Kilowatt-hours, Million",5466,26431,10456,6,0,12,42371,"MEX"
"Mexico",2013,"Kilowatt-hours, Million",6070,28002,11800,106,0,4185,50163,"MEX"
"Mexico",2004,"Kilowatt-hours, Million",6577,25206,9194,9,0,20,41006,"MEX"
"Mexico",2009,"Kilowatt-hours, Million",6740,26718,10501,27,0,596,44582,"MEX"
"Mexico",1998,"Kilowatt-hours, Million",5657,24625,9265,7,0,15,39569,"MEX"
"Mexico",2012,"Kilowatt-hours, Million",5817,31883,8770,69,0,3688,50227,"MEX"
"Mexico",2001,"Kilowatt-hours, Million",5567,28502,8726,8,0,18,42821,"MEX"
"Mexico",2006,"Kilowatt-hours, Million",6685,30394,10866,10,0,59,48014,"MEX"
"Mexico",2002,"Kilowatt-hours, Million",5398,24951,9747,8,0,21,40125,"MEX"
"Mexico",2007,"Kilowatt-hours, Million",7404,27276,10421,9,0,262,45372,"MEX"
"Mexico",2008,"Kilowatt-hours, Million",7056,39194,9804,19,0,269,56342,"MEX"
"Mexico",2010,"Kilowatt-hours, Million",6618,37131,5879,31,0,1239,50898,"MEX"
"Mexico",1996,"Kilowatt-hours, Million",5729,31442,7878,6,0,6,45061,"MEX"
"Mexico",2011,"Kilowatt-hours, Million",6507,36247,10089,41,0,1648,54532,"MEX"
"Mexico",1995,"Kilowatt-hours, Million",5669,27528,8443,5,0,7,41652,"MEX"
"Mexico",2005,"Kilowatt-hours, Million",7299,27659,10805,9,0,19,45791,"MEX"
"Mexico",2000,"Kilowatt-hours, Million",5901,33133,8221,7,0,19,47281,"MEX"
"Mexico",2014,"Kilowatt-hours, Million",6000,38893,9677,221,0,6426,61217,"MEX"
"Mexico",1994,"Kilowatt-hours, Million",5598,20048,4239,5,0,5,29895,"MEX"
"Micronesia (Fed. States of)",2011,"Kilowatt-hours, Million",0,0,0,2,0,0,2,"FSM"
"Micronesia (Fed. States of)",1998,"Kilowatt-hours, Million",0,0,0,0.2,0,0,0.2,"FSM"
"Micronesia (Fed. States of)",2007,"Kilowatt-hours, Million",0,0,0,1.2,0,0,1.2,"FSM"
"Micronesia (Fed. States of)",2012,"Kilowatt-hours, Million",0,0,0,2,0,0,2,"FSM"
"Micronesia (Fed. States of)",2008,"Kilowatt-hours, Million",0,0,0,1.2,0,0,1.2,"FSM"
"Micronesia (Fed. States of)",2014,"Kilowatt-hours, Million",0,0,0,2,0,0,2,"FSM"
"Micronesia (Fed. States of)",2013,"Kilowatt-hours, Million",0,0,0,2,0,0,2,"FSM"
"Micronesia (Fed. States of)",1999,"Kilowatt-hours, Million",0,0,0,0.2,0,0,0.2,"FSM"
"Micronesia (Fed. States of)",2002,"Kilowatt-hours, Million",0,0,0,0.6,0,0,0.6,"FSM"
"Micronesia (Fed. States of)",2005,"Kilowatt-hours, Million",0,0,0,1.1,0,0,1.1,"FSM"
"Micronesia (Fed. States of)",2009,"Kilowatt-hours, Million",0,0,0,1.3,0,0,1.3,"FSM"
"Micronesia (Fed. States of)",2000,"Kilowatt-hours, Million",0,0,0,0.3,0,0,0.3,"FSM"
"Micronesia (Fed. States of)",2010,"Kilowatt-hours, Million",0,0,0,2,0,0,2,"FSM"
"Micronesia (Fed. States of)",2006,"Kilowatt-hours, Million",0,0,0,1.1,0,0,1.1,"FSM"
"Micronesia (Fed. States of)",2001,"Kilowatt-hours, Million",0,0,0,0.3,0,0,0.3,"FSM"
"Micronesia (Fed. States of)",2003,"Kilowatt-hours, Million",0,0,0,0.6,0,0,0.6,"FSM"
"Micronesia (Fed. States of)",2004,"Kilowatt-hours, Million",0,0,0,1.1,0,0,1.1,"FSM"
"Montenegro",2007,"Kilowatt-hours, Million",0,1284,0,0,0,0,1284,"MNE"
"Montenegro",2011,"Kilowatt-hours, Million",0,1209,0,0,0,0,1209,"MNE"
"Montenegro",2008,"Kilowatt-hours, Million",0,1539,0,0,0,0,1539,"MNE"
"Montenegro",2012,"Kilowatt-hours, Million",0,1477,0,0,0,0,1477,"MNE"
"Montenegro",2006,"Kilowatt-hours, Million",0,1750,0,0,0,0,1750,"MNE"
"Montenegro",2005,"Kilowatt-hours, Million",0,1866,0,0,0,0,1866,"MNE"
"Montenegro",2014,"Kilowatt-hours, Million",0,1716,0,2,0,0,1718,"MNE"
"Montenegro",2013,"Kilowatt-hours, Million",0,2501,0,0,0,0,2501,"MNE"
"Montenegro",2010,"Kilowatt-hours, Million",0,2755,0,0,0,0,2755,"MNE"
"Montenegro",2009,"Kilowatt-hours, Million",0,2073,0,0,0,0,2073,"MNE"
"Morocco",1999,"Kilowatt-hours, Million",0,825,0,0,0,0,825,"MAR"
"Morocco",2012,"Kilowatt-hours, Million",0,1816,0,0,0,728,2544,"MAR"
"Morocco",2014,"Kilowatt-hours, Million",0,2033,0,0,0,1924,3957,"MAR"
"Morocco",2005,"Kilowatt-hours, Million",0,1412,0,0,0,206,1618,"MAR"
"Morocco",2003,"Kilowatt-hours, Million",0,1456,0,0,0,203,1659,"MAR"
"Morocco",2001,"Kilowatt-hours, Million",0,871,0,0,0,206,1077,"MAR"
"Morocco",1994,"Kilowatt-hours, Million",0,839,0,0,0,0,839,"MAR"
"Morocco",2002,"Kilowatt-hours, Million",0,850,0,0,0,194,1044,"MAR"
"Morocco",2007,"Kilowatt-hours, Million",0,1318,0,0,0,279,1597,"MAR"
"Morocco",2013,"Kilowatt-hours, Million",0,2785,0,0,0,1481,4266,"MAR"
"Morocco",2004,"Kilowatt-hours, Million",0,1616,0,0,0,199,1815,"MAR"
"Morocco",2010,"Kilowatt-hours, Million",0,3631,0,0,0,659,4290,"MAR"
"Morocco",2008,"Kilowatt-hours, Million",0,1360,0,0,0,298,1658,"MAR"
"Morocco",1996,"Kilowatt-hours, Million",0,1938,0,0,0,0,1938,"MAR"
"Morocco",2000,"Kilowatt-hours, Million",0,718,0,0,0,64,782,"MAR"
"Morocco",1995,"Kilowatt-hours, Million",0,605,0,0,0,0,605,"MAR"
"Morocco",1997,"Kilowatt-hours, Million",0,2083,0,0,0,0,2083,"MAR"
"Morocco",2009,"Kilowatt-hours, Million",0,2952,0,0,0,391,3343,"MAR"
"Morocco",2011,"Kilowatt-hours, Million",0,2139,0,0,0,692,2831,"MAR"
"Morocco",1998,"Kilowatt-hours, Million",0,1777,0,0,0,0,1777,"MAR"
"Morocco",2006,"Kilowatt-hours, Million",0,1585,0,0,0,183,1768,"MAR"
